order_id,customer_id,warehouse_id,order_date,required_date,status,priority,ship_to_address,ship_to_city,ship_to_state,ship_to_zip,notes,total_lines,order_value,created_by,_ingested_at
ORD-00043618,CUST-000414,WH-NOR-04,2025-12-31,2026-01-21,PACKED,EXPEDITED,75763 Brian Port Suite 306,Kaylaview,GU,90661,,1,10912.95,EMP-00052,2026-04-30T04:36:50.726872
ORD-00043619,CUST-000235,WH-EAS-03,2025-03-05,2025-03-14,SHIPPED,ECONOMY,4288 Johnson Burg,West Johnmouth,VA,55195,,1,20683.22,EMP-00083,2026-04-30T04:36:50.726872
ORD-00043620,CUST-000496,WH-EAS-01,2025-03-29,2025-04-19,PROCESSING,EXPEDITED,718 Charles Track,West Kevinberg,MN,44166,Stay with purpose model.,2,4583.09,EMP-00146,2026-04-30T04:36:50.726872
ORD-00043621,CUST-000268,WH-NOR-05,2024-08-26,2024-08-30,DELIVERED,STANDARD,381 Matthew Drives Apt. 938,Carpentershire,OK,25752,,2,17975.04,EMP-00197,2026-04-30T04:36:50.726872
ORD-00043622,CUST-000432,WH-EAS-06,2025-08-21,2025-08-31,DELIVERED,STANDARD,516 Brian Junction,West Sherry,TX,13867,,1,376.95,EMP-00125,2026-04-30T04:36:50.726872
ORD-00043623,CUST-000175,WH-CEN-08,2025-07-06,2025-07-24,PACKED,STANDARD,93050 Shelly Villages Suite 865,New Jessica,NC,04115,Senior write somebody wind.,3,7317.18,EMP-00173,2026-04-30T04:36:50.726872
ORD-00043624,CUST-000158,WH-CEN-10,2026-01-06,2026-01-21,DELIVERED,ECONOMY,2766 Smith Dam,Jordanland,NH,59271,,1,3493.14,EMP-00032,2026-04-30T04:36:50.726872
ORD-00043625,CUST-000154,WH-CEN-08,2025-06-04,2025-06-23,DELIVERED,URGENT,5588 Torres Forks,South Johnshire,MP,77915,,1,289.23,EMP-00196,2026-04-30T04:36:50.726872
ORD-00043626,CUST-000341,WH-WES-07,2025-02-08,2025-02-26,PICKING,EXPEDITED,90060 Tommy Street,Jeremyland,IA,24947,,1,38376.0,EMP-00145,2026-04-30T04:36:50.726872
ORD-00043627,CUST-000361,WH-EAS-01,2025-03-23,2025-03-30,SHIPPED,STANDARD,7390 Anne Harbor,Garrettburgh,VA,67501,,3,43306.46,EMP-00123,2026-04-30T04:36:50.726872
ORD-00043628,CUST-000212,WH-NOR-05,2025-11-20,2025-12-08,DELIVERED,STANDARD,527 Richardson Junctions,West Sarah,NM,97327,,1,12456.8,EMP-00002,2026-04-30T04:36:50.726872
ORD-00043629,CUST-000120,WH-EAS-01,2024-06-25,2024-07-16,PACKED,ECONOMY,5319 Nunez Path Apt. 547,Roberttown,OR,32343,,1,7932.1,EMP-00170,2026-04-30T04:36:50.726872
ORD-00043630,CUST-000245,WH-SOU-09,2025-09-05,2025-10-01,DELIVERED,STANDARD,21378 Kaufman Terrace Apt. 689,West Kenneth,IA,12910,,3,8454.04,EMP-00106,2026-04-30T04:36:50.726872
ORD-00043631,CUST-000488,WH-EAS-06,2025-02-24,2025-03-13,PROCESSING,EXPEDITED,11272 Chandler Union,New Julieview,WY,36997,,4,46969.57,EMP-00053,2026-04-30T04:36:50.726872
ORD-00043632,CUST-000060,WH-EAS-06,2026-01-24,2026-02-23,PROCESSING,STANDARD,195 Taylor Shores Suite 166,East Deannahaven,MD,87889,,4,38746.69,EMP-00056,2026-04-30T04:36:50.726872
ORD-00043633,CUST-000222,WH-NOR-05,2025-03-14,2025-04-07,PROCESSING,STANDARD,68725 Owens Viaduct Suite 342,Brianland,WV,35961,,4,82580.24,EMP-00185,2026-04-30T04:36:50.726872
ORD-00043634,CUST-000204,WH-NOR-04,2025-02-07,2025-03-06,PROCESSING,STANDARD,5131 Lisa Ridge,Hicksborough,ME,53356,,1,4785.21,EMP-00040,2026-04-30T04:36:50.726872
ORD-00043635,CUST-000130,WH-SOU-09,2025-11-25,2025-12-06,SHIPPED,STANDARD,17772 Kenneth Lodge Apt. 090,Sethmouth,MD,65534,,3,51899.81,EMP-00027,2026-04-30T04:36:50.726872
ORD-00043636,CUST-000016,WH-WES-07,2025-11-10,2025-12-03,PICKING,URGENT,71375 William Fords,North Heidi,KS,83403,,5,54961.2,EMP-00148,2026-04-30T04:36:50.726872
ORD-00043637,CUST-000105,WH-EAS-03,2024-11-23,2024-12-04,PACKED,ECONOMY,9679 Bolton Mount Apt. 253,Peterstad,NV,16014,,4,27478.06,EMP-00001,2026-04-30T04:36:50.726872
ORD-00043638,CUST-000331,WH-EAS-02,2025-01-13,2025-01-28,PACKED,STANDARD,845 Harris Cliff Apt. 541,Stephanieview,MP,44254,,5,49274.86,EMP-00118,2026-04-30T04:36:50.726872
ORD-00043639,CUST-000066,WH-SOU-09,2025-10-16,2025-11-02,DELIVERED,STANDARD,2389 Mark Squares,North Garrettbury,IL,99257,,3,28774.8,EMP-00077,2026-04-30T04:36:50.726872
ORD-00043640,CUST-000119,WH-WES-07,2024-10-19,2024-11-17,PROCESSING,EXPEDITED,9377 Hill Mills,North Williamland,MA,07833,,2,21909.74,EMP-00158,2026-04-30T04:36:50.726872
ORD-00043641,CUST-000353,WH-WES-07,2024-07-01,2024-07-10,PACKED,URGENT,973 Neal Motorway Apt. 322,Donnaborough,AK,47156,,4,15938.75,EMP-00148,2026-04-30T04:36:50.726872
ORD-00043642,CUST-000441,WH-EAS-01,2026-01-21,2026-01-25,DELIVERED,STANDARD,55135 Austin Parkway,Schmidtside,CO,36401,,2,34223.35,EMP-00148,2026-04-30T04:36:50.726872
ORD-00043643,CUST-000236,WH-EAS-06,2024-11-17,2024-11-25,DELIVERED,STANDARD,85830 Robert Tunnel Apt. 314,Port April,NH,69528,,1,38189.6,EMP-00126,2026-04-30T04:36:50.726872
ORD-00043644,CUST-000386,WH-NOR-04,2025-03-15,2025-04-09,PROCESSING,URGENT,1576 Mcintyre Avenue Apt. 003,East Brianchester,MS,46269,,5,58893.1,EMP-00091,2026-04-30T04:36:50.726872
ORD-00043645,CUST-000187,WH-SOU-09,2025-01-05,2025-01-09,SHIPPED,STANDARD,04484 Michele Via Apt. 555,New Brandon,DC,15144,,5,70380.66,EMP-00187,2026-04-30T04:36:50.726872
ORD-00043646,CUST-000449,WH-EAS-03,2024-09-19,2024-10-17,SHIPPED,ECONOMY,14593 Coleman Circles,Elizabethview,CO,21862,,2,32706.42,EMP-00166,2026-04-30T04:36:50.726872
ORD-00043647,CUST-000225,WH-CEN-08,2024-11-19,2024-11-29,SHIPPED,STANDARD,86512 Horton Skyway Suite 856,Dawsonstad,FL,65275,Sing state arm.,3,9576.58,EMP-00038,2026-04-30T04:36:50.726872
ORD-00043648,CUST-000409,WH-CEN-08,2025-10-13,2025-11-06,DELIVERED,STANDARD,107 Hayes Row,South Garrett,OH,50616,Suddenly avoid course school wear anything trouble.,1,3348.18,EMP-00080,2026-04-30T04:36:50.726872
ORD-00043649,CUST-000103,WH-CEN-10,2026-04-13,2026-04-25,PACKED,URGENT,61676 Owens View,Johnsonberg,NC,93576,,2,3578.52,EMP-00022,2026-04-30T04:36:50.726872
ORD-00043650,CUST-000065,WH-WES-07,2024-06-11,2024-06-15,PROCESSING,STANDARD,5711 Christopher Hollow,New Jennifer,SD,88040,,1,53854.65,EMP-00120,2026-04-30T04:36:50.726872
ORD-00043651,CUST-000019,WH-SOU-09,2026-03-18,2026-03-28,DELIVERED,STANDARD,96350 Christina Pike Suite 418,Anthonyhaven,PR,35262,,2,17306.6,EMP-00192,2026-04-30T04:36:50.726872
ORD-00043652,CUST-000293,WH-CEN-10,2026-04-07,2026-04-20,PACKED,ECONOMY,967 Jimenez Hill Suite 557,Morrisberg,PA,98430,,4,51052.91,EMP-00078,2026-04-30T04:36:50.726872
ORD-00043653,CUST-000359,WH-EAS-02,2026-03-11,2026-03-17,CONFIRMED,STANDARD,972 Haley Land,East Thomas,WY,01169,,1,4172.64,EMP-00103,2026-04-30T04:36:50.726872
ORD-00043654,CUST-000114,WH-NOR-05,2025-12-23,2025-12-26,DELIVERED,STANDARD,1196 Kevin Extensions,Velazquezhaven,IA,55735,,4,44435.73,EMP-00152,2026-04-30T04:36:50.726872
ORD-00043655,CUST-000486,WH-EAS-06,2025-03-17,2025-04-15,CONFIRMED,STANDARD,35104 Cox Spring,West Kylemouth,CT,64968,,1,13990.24,EMP-00125,2026-04-30T04:36:50.726872
ORD-00043656,CUST-000216,WH-CEN-08,2024-05-09,2024-05-26,DELIVERED,EXPEDITED,325 Margaret Flat,North Allisonbury,CA,28263,,1,18360.0,EMP-00180,2026-04-30T04:36:50.726872
ORD-00043657,CUST-000146,WH-NOR-05,2025-03-01,2025-03-19,DELIVERED,ECONOMY,348 Lance Streets Suite 203,Thomasport,FM,74516,,1,13876.32,EMP-00008,2026-04-30T04:36:50.726872
ORD-00043658,CUST-000495,WH-WES-07,2026-01-23,2026-02-08,SHIPPED,STANDARD,0593 Bradley Plain Apt. 483,Tracyborough,VA,25217,,2,17728.51,EMP-00056,2026-04-30T04:36:50.726872
ORD-00043659,CUST-000299,WH-NOR-05,2025-01-22,2025-02-19,SHIPPED,STANDARD,81196 Hunter Stream,Lisahaven,OH,30222,,1,9745.56,EMP-00162,2026-04-30T04:36:50.726872
ORD-00043660,CUST-000238,WH-NOR-04,2025-10-05,2025-10-31,SHIPPED,STANDARD,29210 Calvin Court Apt. 181,West Jody,VI,48416,,3,51799.06,EMP-00012,2026-04-30T04:36:50.726872
ORD-00043661,CUST-000352,WH-EAS-06,2025-08-05,2025-08-17,SHIPPED,EXPEDITED,9268 Laura Ridges Suite 256,Jessicamouth,MH,13830,,3,49250.77,EMP-00016,2026-04-30T04:36:50.726872
ORD-00043662,CUST-000143,WH-NOR-05,2024-10-08,2024-11-02,DELIVERED,ECONOMY,456 Johnson Spring,West Justinborough,IL,02603,,3,63598.21,EMP-00098,2026-04-30T04:36:50.726872
ORD-00043663,CUST-000165,WH-CEN-08,2025-02-08,2025-03-03,SHIPPED,STANDARD,675 Bridges Forks Apt. 867,East Kellyside,FL,67072,,3,70035.28,EMP-00115,2026-04-30T04:36:50.726872
ORD-00043664,CUST-000145,WH-EAS-01,2025-09-27,2025-10-16,PICKING,STANDARD,76252 Karen Mountain,Nicholsstad,TX,51428,,1,369.84,EMP-00194,2026-04-30T04:36:50.726872
ORD-00043665,CUST-000265,WH-SOU-09,2026-01-22,2026-01-28,PICKING,ECONOMY,521 Smith Prairie Apt. 036,South Jasonport,NE,62922,,3,51909.8,EMP-00111,2026-04-30T04:36:50.726872
ORD-00043666,CUST-000261,WH-CEN-08,2024-05-23,2024-05-30,SHIPPED,EXPEDITED,838 Daniel Fords,Port Charles,IN,34219,,5,43528.93,EMP-00143,2026-04-30T04:36:50.726872
ORD-00043667,CUST-000439,WH-CEN-10,2024-09-21,2024-10-04,SHIPPED,STANDARD,99915 Brian Plains,Cameronland,OK,56378,,4,33442.36,EMP-00105,2026-04-30T04:36:50.726872
ORD-00043668,CUST-000282,WH-EAS-02,2026-01-03,2026-01-24,CANCELLED,STANDARD,644 Michael Trace,Williamsmouth,CT,74046,,2,13363.21,EMP-00165,2026-04-30T04:36:50.726872
ORD-00043669,CUST-000230,WH-WES-07,2024-12-24,2025-01-17,SHIPPED,EXPEDITED,188 Johnson Neck,Marquezland,OK,07215,,2,30635.64,EMP-00123,2026-04-30T04:36:50.726872
ORD-00043670,CUST-000224,WH-EAS-03,2025-12-05,2026-01-03,PROCESSING,STANDARD,16869 Nathan Stream,Craigborough,NC,61113,,5,66928.79,EMP-00058,2026-04-30T04:36:50.726872
ORD-00043671,CUST-000230,WH-EAS-03,2024-05-16,2024-05-25,DELIVERED,STANDARD,53889 James Rue Apt. 187,Michaelville,ME,36521,,2,49781.6,EMP-00095,2026-04-30T04:36:50.726872
ORD-00043672,CUST-000137,WH-EAS-03,2024-12-25,2025-01-23,PROCESSING,EXPEDITED,066 Mark Rest,New Danielville,DE,09008,,1,20749.05,EMP-00038,2026-04-30T04:36:50.726872
ORD-00043673,CUST-000347,WH-EAS-06,2025-06-25,2025-07-11,DELIVERED,STANDARD,5013 Brian Route,North Marcus,CT,15263,,3,19194.45,EMP-00195,2026-04-30T04:36:50.726872
ORD-00043674,CUST-000333,WH-NOR-05,2025-11-06,2025-11-19,SHIPPED,STANDARD,276 Bush Field Apt. 506,Vancestad,ND,05562,,3,60974.24,EMP-00132,2026-04-30T04:36:50.726872
ORD-00043675,CUST-000062,WH-EAS-06,2026-01-24,2026-01-31,PICKING,EXPEDITED,79157 Gonzales Hills,Gregoryton,ME,61224,,3,35444.76,EMP-00142,2026-04-30T04:36:50.726872
ORD-00043676,CUST-000451,WH-EAS-01,2025-04-30,2025-05-10,SHIPPED,EXPEDITED,564 Vazquez Vista,South Juan,VA,97764,Even game old.,5,87949.8,EMP-00012,2026-04-30T04:36:50.726872
ORD-00043677,CUST-000110,WH-WES-07,2025-07-31,2025-08-28,PROCESSING,STANDARD,642 Bryant Plain Suite 253,Costamouth,AL,81056,,2,34264.92,EMP-00188,2026-04-30T04:36:50.726872
ORD-00043678,CUST-000407,WH-EAS-01,2025-11-10,2025-11-25,PICKING,STANDARD,29798 Prince Track Apt. 420,Lake Justin,VT,95795,,1,7985.44,EMP-00158,2026-04-30T04:36:50.726872
ORD-00043679,CUST-000278,WH-EAS-02,2024-07-24,2024-08-11,PACKED,EXPEDITED,7443 Melissa Fall,Josephmouth,VA,03512,,1,6954.09,EMP-00014,2026-04-30T04:36:50.726872
ORD-00043680,CUST-000236,WH-EAS-01,2025-09-12,2025-09-18,DELIVERED,EXPEDITED,176 Fisher Run,South Kyle,LA,64080,,1,8139.84,EMP-00040,2026-04-30T04:36:50.726872
ORD-00043681,CUST-000363,WH-EAS-06,2025-02-02,2025-02-21,DELIVERED,STANDARD,1359 Shaw Circles,Danielleborough,TN,19793,,1,2152.91,EMP-00181,2026-04-30T04:36:50.726872
ORD-00043682,CUST-000413,WH-SOU-09,2026-03-26,2026-04-17,DELIVERED,STANDARD,73702 Powers Roads Apt. 761,Port Danielshire,WI,27368,,2,28001.79,EMP-00118,2026-04-30T04:36:50.726872
ORD-00043683,CUST-000330,WH-CEN-08,2025-07-17,2025-07-24,PICKING,STANDARD,5226 Todd Manors Apt. 039,Turnertown,KY,73942,,2,2890.8,EMP-00194,2026-04-30T04:36:50.726872
ORD-00043684,CUST-000405,WH-WES-07,2025-11-30,2025-12-07,PACKED,STANDARD,11114 Tran Rapid Apt. 296,Lake Tara,PR,46139,,4,34177.77,EMP-00047,2026-04-30T04:36:50.726872
ORD-00043685,CUST-000373,WH-CEN-10,2025-08-02,2025-08-06,DELIVERED,URGENT,7730 Graham Way Suite 634,West Sara,WA,36475,,3,58839.34,EMP-00072,2026-04-30T04:36:50.726872
ORD-00043686,CUST-000460,WH-EAS-06,2026-03-28,2026-04-08,SHIPPED,STANDARD,056 Brianna Skyway Apt. 498,Marksview,OH,33439,,1,38226.0,EMP-00154,2026-04-30T04:36:50.726872
ORD-00043687,CUST-000023,WH-SOU-09,2024-12-25,2025-01-05,PROCESSING,STANDARD,5775 Maria Fork Suite 483,Grimesfort,NY,69203,,1,7464.5,EMP-00025,2026-04-30T04:36:50.726872
ORD-00043688,CUST-000018,WH-EAS-02,2025-09-23,2025-10-13,DELIVERED,ECONOMY,176 Robert Rapids,Amandamouth,MO,22693,,3,58540.69,EMP-00008,2026-04-30T04:36:50.726872
ORD-00043689,CUST-000346,WH-CEN-10,2025-06-22,2025-06-28,DELIVERED,STANDARD,847 Harold Summit Apt. 947,South Jameschester,ME,40114,,2,12162.21,EMP-00137,2026-04-30T04:36:50.726872
ORD-00043690,CUST-000440,WH-EAS-02,2024-11-20,2024-11-25,CONFIRMED,STANDARD,0739 Williams Gardens,Lake Amyview,MT,55882,,2,34336.99,EMP-00119,2026-04-30T04:36:50.726872
ORD-00043691,CUST-000152,WH-EAS-06,2025-02-07,2025-02-13,DELIVERED,STANDARD,9929 John Motorway Apt. 014,Dustinport,SD,35345,,2,21077.68,EMP-00138,2026-04-30T04:36:50.726872
ORD-00043692,CUST-000460,WH-EAS-02,2024-08-29,2024-09-24,PACKED,STANDARD,73437 Tyler Square Suite 042,East Andrew,RI,43873,,2,6354.29,EMP-00167,2026-04-30T04:36:50.726872
ORD-00043693,CUST-000302,WH-NOR-04,2024-11-22,2024-12-11,SHIPPED,URGENT,313 Robert Parkways Apt. 790,Moralesborough,AR,67369,,1,5017.68,EMP-00189,2026-04-30T04:36:50.726872
ORD-00043694,CUST-000035,WH-CEN-10,2025-05-12,2025-05-31,SHIPPED,ECONOMY,72438 Martinez Fields,South Kennethmouth,MD,73537,Risk fast this idea majority.,2,35380.56,EMP-00123,2026-04-30T04:36:50.726872
ORD-00043695,CUST-000272,WH-NOR-04,2025-12-10,2025-12-29,DELIVERED,STANDARD,29921 Barker Orchard,Davemouth,KY,48791,,2,51102.44,EMP-00023,2026-04-30T04:36:50.726872
ORD-00043696,CUST-000057,WH-NOR-05,2026-03-04,2026-03-29,DELIVERED,STANDARD,7487 Timothy Glens Apt. 369,Bernardchester,LA,54072,,5,63795.06,EMP-00162,2026-04-30T04:36:50.726872
ORD-00043697,CUST-000274,WH-WES-07,2024-09-24,2024-09-30,SHIPPED,STANDARD,7043 Carmen Ville,Michaelport,FM,48163,,1,15143.1,EMP-00112,2026-04-30T04:36:50.726872
ORD-00043698,CUST-000351,WH-WES-07,2025-01-27,2025-02-10,SHIPPED,URGENT,7678 Lisa Centers,Deborahburgh,AZ,47502,,2,9256.72,EMP-00143,2026-04-30T04:36:50.726872
ORD-00043699,CUST-000280,WH-EAS-01,2024-06-15,2024-06-22,DELIVERED,EXPEDITED,867 Forbes Prairie Suite 423,Clarkmouth,WA,45794,,5,68277.68,EMP-00148,2026-04-30T04:36:50.726872
ORD-00043700,CUST-000107,WH-EAS-02,2024-07-19,2024-08-02,SHIPPED,URGENT,6006 Russell Track,Aguilarside,MD,35316,,1,13220.48,EMP-00091,2026-04-30T04:36:50.726872
ORD-00043701,CUST-000352,WH-NOR-05,2024-08-01,2024-08-12,DELIVERED,ECONOMY,357 Bryant Parkway Suite 114,North Glenn,PW,06471,,3,86618.64,EMP-00185,2026-04-30T04:36:50.726872
ORD-00043702,CUST-000386,WH-EAS-01,2026-02-05,2026-02-26,PICKING,STANDARD,38723 Jennifer Ville,Port Amyshire,OR,24754,,3,14739.96,EMP-00046,2026-04-30T04:36:50.726872
ORD-00043703,CUST-000089,WH-EAS-02,2025-03-26,2025-04-12,DELIVERED,ECONOMY,037 David Road,East Chloe,OK,80105,,1,25481.7,EMP-00029,2026-04-30T04:36:50.726872
ORD-00043704,CUST-000379,WH-EAS-06,2025-01-26,2025-02-04,DELIVERED,EXPEDITED,84801 Brown Centers Suite 715,Port Ashleyburgh,VA,14132,,4,31796.62,EMP-00180,2026-04-30T04:36:50.726872
ORD-00043705,CUST-000268,WH-EAS-01,2025-07-20,2025-08-05,SHIPPED,STANDARD,4965 Lawson Estates Suite 658,Lake Aaronberg,WI,61971,,4,34567.02,EMP-00142,2026-04-30T04:36:50.726872
ORD-00043706,CUST-000036,WH-SOU-09,2026-03-17,2026-04-09,SHIPPED,STANDARD,233 Martin Burg Suite 416,East Jamesfurt,WV,11283,,1,19323.18,EMP-00123,2026-04-30T04:36:50.726872
ORD-00043707,CUST-000367,WH-SOU-09,2024-12-30,2025-01-13,PROCESSING,STANDARD,559 Cody Manor Suite 079,East Alexandramouth,VI,10029,,2,28316.4,EMP-00001,2026-04-30T04:36:50.726872
ORD-00043708,CUST-000051,WH-CEN-08,2025-11-02,2025-12-02,SHIPPED,STANDARD,344 Snyder Hollow,Georgeview,MN,94156,Whatever among fly tell kind leg anyone.,6,68644.3,EMP-00179,2026-04-30T04:36:50.726872
ORD-00043709,CUST-000422,WH-EAS-01,2024-06-05,2024-06-28,SHIPPED,EXPEDITED,73140 Ryan Path Suite 952,Lake Joshuamouth,NM,19749,Son police church leave.,4,53358.32,EMP-00193,2026-04-30T04:36:50.726872
ORD-00043710,CUST-000203,WH-CEN-10,2025-04-12,2025-05-06,PACKED,EXPEDITED,05002 Miles Shore,Lewiston,DC,81088,,1,1078.7,EMP-00146,2026-04-30T04:36:50.726872
ORD-00043711,CUST-000011,WH-EAS-01,2025-01-27,2025-02-09,SHIPPED,STANDARD,84985 Melissa Passage,Brittneyshire,WA,89462,,2,51313.79,EMP-00181,2026-04-30T04:36:50.726872
ORD-00043712,CUST-000265,WH-SOU-09,2025-05-03,2025-06-02,DELIVERED,STANDARD,41643 Aguilar Mountains,South Francisville,DE,95384,,5,108272.88,EMP-00057,2026-04-30T04:36:50.726872
ORD-00043713,CUST-000382,WH-EAS-03,2025-07-06,2025-08-04,SHIPPED,STANDARD,73166 Alexander Causeway Apt. 962,North Jason,NH,86236,,1,11810.96,EMP-00092,2026-04-30T04:36:50.726872
ORD-00043714,CUST-000473,WH-WES-07,2025-02-06,2025-03-05,DELIVERED,STANDARD,22724 Hart Fork,West Erikstad,HI,60148,,3,29391.54,EMP-00021,2026-04-30T04:36:50.726872
ORD-00043715,CUST-000415,WH-EAS-06,2026-03-21,2026-04-01,SHIPPED,STANDARD,7785 Mills Key Suite 289,North Ronaldchester,TX,34220,,3,21844.52,EMP-00081,2026-04-30T04:36:50.726872
ORD-00043716,CUST-000495,WH-SOU-09,2026-03-08,2026-03-28,PICKING,STANDARD,9765 Miranda Forges Suite 736,Katelynburgh,MH,09538,,1,8144.94,EMP-00063,2026-04-30T04:36:50.726872
ORD-00043717,CUST-000402,WH-EAS-06,2024-09-11,2024-09-17,SHIPPED,EXPEDITED,960 Catherine Meadows Apt. 064,Aprilmouth,MN,43986,,1,7179.25,EMP-00003,2026-04-30T04:36:50.726872
ORD-00043718,CUST-000137,WH-WES-07,2025-10-18,2025-10-21,PROCESSING,STANDARD,8025 Ryan Brook,West Kevinfort,CA,78811,,1,15984.42,EMP-00139,2026-04-30T04:36:50.726872
ORD-00043719,CUST-000113,WH-NOR-05,2025-09-12,2025-10-08,PICKING,EXPEDITED,91038 Dennis Valleys,East Zacharyside,OH,01395,,1,10422.36,EMP-00047,2026-04-30T04:36:50.726872
ORD-00043720,CUST-000258,WH-EAS-01,2025-06-01,2025-06-15,SHIPPED,STANDARD,324 Valenzuela Mall,Holand,OH,85591,,4,39383.87,EMP-00085,2026-04-30T04:36:50.726872
ORD-00043721,CUST-000447,WH-WES-07,2025-04-05,2025-04-16,CANCELLED,EXPEDITED,156 Barber Wells Apt. 666,Nicoleview,CA,63903,,2,6521.56,EMP-00142,2026-04-30T04:36:50.726872
ORD-00043722,CUST-000288,WH-CEN-10,2024-05-21,2024-06-12,CANCELLED,ECONOMY,9443 Jeffery Stravenue Suite 801,Danielmouth,WI,54406,,3,26620.17,EMP-00004,2026-04-30T04:36:50.726872
ORD-00043723,CUST-000179,WH-CEN-08,2025-08-26,2025-09-23,SHIPPED,EXPEDITED,010 Carol Drive,North Alexander,CO,72317,,6,53986.08,EMP-00188,2026-04-30T04:36:50.726872
ORD-00043724,CUST-000274,WH-EAS-02,2025-12-08,2025-12-29,DELIVERED,STANDARD,873 Richards Viaduct,South Kennethburgh,TN,56185,,3,23570.34,EMP-00137,2026-04-30T04:36:50.726872
ORD-00043725,CUST-000256,WH-EAS-01,2025-07-10,2025-07-22,DELIVERED,EXPEDITED,0816 Jerry Parkways Apt. 322,South Aprilfurt,MI,51318,,3,98229.92,EMP-00007,2026-04-30T04:36:50.726872
ORD-00043726,CUST-000140,WH-EAS-06,2024-09-17,2024-10-12,DELIVERED,URGENT,8294 Laura Neck Apt. 675,East Manuelhaven,ND,72464,,5,49348.95,EMP-00045,2026-04-30T04:36:50.726872
ORD-00043727,CUST-000448,WH-EAS-01,2024-09-05,2024-10-03,PACKED,EXPEDITED,4881 Scott Centers Apt. 708,Lucaston,MD,91128,State staff health then goal animal.,1,16430.34,EMP-00125,2026-04-30T04:36:50.726872
ORD-00043728,CUST-000419,WH-EAS-03,2025-03-26,2025-04-02,DELIVERED,STANDARD,15343 Brianna Estate Apt. 953,New Pamela,SD,96018,,2,20306.43,EMP-00137,2026-04-30T04:36:50.726872
ORD-00043729,CUST-000404,WH-NOR-05,2025-11-25,2025-12-11,DELIVERED,STANDARD,388 Lewis Track,Hodgeton,NJ,44801,,1,3180.15,EMP-00070,2026-04-30T04:36:50.726872
ORD-00043730,CUST-000203,WH-EAS-03,2024-10-31,2024-11-30,SHIPPED,STANDARD,4577 Stephen Cliff Suite 590,Curtisside,DC,60395,,3,18125.58,EMP-00050,2026-04-30T04:36:50.726872
ORD-00043731,CUST-000329,WH-EAS-02,2025-05-31,2025-06-20,PACKED,URGENT,31878 Shelton Flat Suite 006,Feliciaview,NM,75341,,1,8257.23,EMP-00154,2026-04-30T04:36:50.726872
ORD-00043732,CUST-000420,WH-NOR-04,2026-02-18,2026-03-12,PACKED,ECONOMY,914 Andrew Way,Jamesshire,ME,59753,,3,50336.06,EMP-00143,2026-04-30T04:36:50.726872
ORD-00043733,CUST-000204,WH-EAS-03,2024-11-21,2024-11-28,CONFIRMED,STANDARD,4038 Justin Gateway Apt. 727,Griffinburgh,SD,73803,,1,1190.51,EMP-00014,2026-04-30T04:36:50.726872
ORD-00043734,CUST-000236,WH-EAS-01,2025-10-23,2025-11-04,CANCELLED,STANDARD,97209 Joseph Coves,Smallshire,GA,60368,,2,25248.96,EMP-00015,2026-04-30T04:36:50.726872
ORD-00043735,CUST-000492,WH-NOR-04,2025-05-22,2025-05-27,PICKING,STANDARD,50687 Toni Gateway,West Deborah,KS,77712,,6,95571.48,EMP-00017,2026-04-30T04:36:50.726872
ORD-00043736,CUST-000039,WH-EAS-01,2026-01-22,2026-02-14,CANCELLED,STANDARD,9124 James Spur Suite 905,Millerborough,KS,65492,,1,3688.72,EMP-00146,2026-04-30T04:36:50.726872
ORD-00043737,CUST-000443,WH-EAS-01,2024-05-11,2024-05-19,SHIPPED,STANDARD,5508 Golden Rapids,Jamesbury,SD,20357,,4,25098.5,EMP-00166,2026-04-30T04:36:50.726872
ORD-00043738,CUST-000326,WH-SOU-09,2024-12-10,2025-01-04,DELIVERED,STANDARD,6340 Susan Track,New Valerie,TN,93410,,3,38721.46,EMP-00162,2026-04-30T04:36:50.726872
ORD-00043739,CUST-000092,WH-WES-07,2025-07-07,2025-08-06,CONFIRMED,STANDARD,27477 Hernandez Pines Suite 970,Toddburgh,AS,64088,,1,3717.45,EMP-00118,2026-04-30T04:36:50.726872
ORD-00043740,CUST-000265,WH-CEN-10,2025-02-07,2025-02-18,DELIVERED,STANDARD,440 Wallace Springs,East Tylerton,MD,25172,,4,60105.23,EMP-00113,2026-04-30T04:36:50.726872
ORD-00043741,CUST-000052,WH-NOR-05,2024-10-31,2024-11-04,DELIVERED,STANDARD,862 Davis Views Suite 870,Masonmouth,MN,49360,,1,7668.16,EMP-00056,2026-04-30T04:36:50.726872
ORD-00043742,CUST-000372,WH-EAS-03,2024-04-29,2024-05-02,DELIVERED,STANDARD,410 Christopher Brook,Jameston,MO,89796,,2,59539.13,EMP-00040,2026-04-30T04:36:50.726872
ORD-00043743,CUST-000161,WH-WES-07,2024-09-03,2024-09-29,SHIPPED,STANDARD,88087 Madison Green Apt. 160,Ryanchester,CA,80009,,3,29553.83,EMP-00073,2026-04-30T04:36:50.726872
ORD-00043744,CUST-000087,WH-NOR-04,2025-08-19,2025-09-16,SHIPPED,STANDARD,5495 Charles Land,Michaelburgh,AL,16166,,2,50928.98,EMP-00008,2026-04-30T04:36:50.726872
ORD-00043745,CUST-000228,WH-CEN-08,2025-03-22,2025-03-30,SHIPPED,STANDARD,6449 Jason Valley Apt. 085,New Angela,WA,02043,,1,26772.62,EMP-00019,2026-04-30T04:36:50.726872
